FileID,Category,Type,SubType,Exclamation Count,Quote Count,Dollar Sign Count,Percent Sign Count,Ampersand Count,Apostrophe Count,Open Parenthesis Count,Close Parenthesis Count,Star Symbol Count,Comma Count,Period Count,Colon Count,Semicolon Count,Question Mark Count,'Therefore' Count,Long Characters,Total Chars,Second Person Pronouns,Vocabulary Count,Lexical Diversity,Sentence Count,Char Avg Per Sentence,FPPN Count,'Me' count,PP count,'I' count,'it' count,Noun count,Verb count,'that' count,'which' count,ABL,ABN,ABX,AP,AP$,AP+AP,AT,BE,BED,BED*,BEDZ,BEDZ*,BEG,BEM,BEM*,BEN,BER,BER*,BEZ,BEZ*,CC,CD,CD$,CS,DO,DO*,DO+PPSS,DOD,DOD*,DOZ,DOZ*,DT,DT$,DT+BEZ,DT+MD,DTI,DTS,DTS+BEZ,DTX,EX,EX+BEZ,EX+HVD,EX+HVZ,EX+MD,FW-*,FW-AT,FW-AT+NN,FW-AT+NP,FW-BE,FW-BER,FW-BEZ,FW-CC,FW-CD,FW-CS,FW-DT,FW-DT+BEZ,FW-DTS,FW-HV,FW-IN,FW-IN+AT,FW-IN+NN,FW-IN+NP,FW-JJ,FW-JJR,FW-JJT,FW-NN,FW-NN$,FW-NNS,FW-NP,FW-NPS,FW-NR,FW-OD,FW-PN,FW-PP$,FW-PPL,FW-PPL+VBZ,FW-PPO,FW-PPO+IN,FW-PPS,FW-PPSS,FW-PPSS+HV,FW-QL,FW-RB,FW-RB+CC,FW-TO+VB,FW-UH,FW-VB,FW-VBD,FW-VBG,FW-VBN,FW-VBZ,FW-WDT,FW-WPO,FW-WPS,HV,HV*,HV+TO,HVD,HVD*,HVG,HVN,HVZ,HVZ*,IN,IN+IN,IN+PPO,JJ,JJ$,JJ+JJ,JJR,JJR+CS,JJS,JJT,MD,MD*,MD+HV,MD+PPSS,MD+TO,NN,NN$,NN+BEZ,NN+HVD,NN+HVZ,NN+IN,NN+MD,NN+NN,NNS,NNS$,NNS+MD,NP,NP$,NP+BEZ,NP+HVZ,NP+MD,NPS,NPS$,NR,NR$,NR+MD,NRS,OD,PN,PN$,PN+BEZ,PN+HVD,PN+HVZ,PN+MD,PP$,PP$$,PPL,PPLS,PPO,PPS,PPS+BEZ,PPS+HVD,PPS+HVZ,PPS+MD,PPSS,PPSS+BEM,PPSS+BER,PPSS+BEZ,PPSS+BEZ*,PPSS+HV,PPSS+HVD,PPSS+MD,PPSS+VB,QL,QLP,RB,RB$,RB+BEZ,RB+CS,RBR,RBR+CS,RBT,RN,RP,RP+IN,TO,TO+VB,UH,VB,VB+AT,VB+IN,VB+JJ,VB+PPO,VB+RP,VB+TO,VB+VB,VBD,VBG,VBG+TO,VBN,VBN+TO,VBZ,WDT,WDT+BER,WDT+BER+PP,WDT+BEZ,WDT+DO+PPS,WDT+DOD,WDT+HVZ,WP$,WPO,WPS,WPS+BEZ,WPS+HVD,WPS+HVZ,WPS+MD,WQL,WRB,WRB+BER,WRB+BEZ,WRB+DO,WRB+DOD,WRB+DOD*,WRB+DOZ,WRB+IN,WRB+MD
ce17,hobbies,informative,misc,0,0,0,0,0,0,8,8,0,99,92,1,12,6,0,388,9314,30,782,2.869565,110,84.672727,8,0,56,0,11,560,180,15,8,0,8,1,15,0,0,244,30,0,0,0,0,0,0,0,2,21,0,33,0,93,13,0,37,6,2,0,0,0,2,0,15,0,0,0,8,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,4,0,214,0,0,138,0,0,5,0,0,3,53,1,0,0,0,427,0,0,0,0,0,0,0,118,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,15,0,1,0,10,8,0,0,0,0,26,0,0,0,0,0,0,1,0,17,1,56,0,0,0,2,0,1,0,14,0,27,0,0,87,0,0,0,0,0,0,0,1,56,0,85,0,15,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0
ce18,hobbies,informative,misc,0,0,0,0,0,0,6,6,0,147,70,3,16,0,0,480,9862,0,845,2.72426,83,118.819277,7,0,30,2,28,470,84,23,3,2,4,1,19,0,0,216,7,2,0,38,0,2,0,0,2,1,0,14,0,90,58,0,46,2,0,0,1,0,0,0,22,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,1,4,0,280,0,0,88,0,0,0,0,1,0,18,0,0,0,0,281,0,0,0,0,0,0,0,124,0,0,120,3,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,28,0,0,0,10,34,0,0,0,0,9,0,0,0,0,0,0,0,0,17,0,53,0,0,0,4,0,2,0,5,0,22,0,0,38,0,0,0,0,0,0,0,36,28,0,87,0,17,6,0,0,0,0,0,0,2,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ce19,hobbies,informative,misc,2,0,0,0,0,0,7,7,0,99,100,2,0,2,0,378,9368,48,889,2.542182,108,86.740741,58,0,52,0,19,493,177,15,1,0,12,2,19,0,0,188,24,4,0,2,1,1,0,0,1,18,0,24,0,87,13,0,59,6,0,0,0,0,1,0,12,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,1,5,0,210,0,0,141,0,0,4,0,2,3,39,2,0,0,0,340,2,0,0,0,0,0,0,143,1,0,1,0,0,0,0,1,0,1,0,0,0,5,6,0,0,0,0,0,56,2,4,0,12,15,0,0,0,0,61,0,0,0,0,0,0,0,0,23,0,95,0,0,0,1,0,1,0,12,0,37,0,1,93,0,0,0,0,0,0,0,13,51,0,56,0,14,2,0,0,0,0,0,0,0,0,6,0,0,0,0,2,11,0,0,0,0,0,0,0,0
ce20,hobbies,informative,misc,0,0,0,0,0,0,0,0,0,122,119,1,0,6,1,450,9569,59,796,2.827889,123,77.796748,3,0,72,0,22,499,216,19,3,0,7,2,26,0,0,191,20,1,0,1,0,0,0,0,1,13,0,34,0,65,28,0,45,6,4,0,0,0,2,1,18,0,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,4,0,206,0,0,141,0,0,11,0,0,5,49,3,0,0,0,378,1,0,0,0,0,0,0,112,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,40,0,3,0,14,14,2,0,0,0,39,0,4,0,0,1,0,7,0,31,1,68,0,1,0,8,0,1,0,12,0,31,0,0,113,0,0,0,0,0,0,0,1,69,0,64,0,25,4,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,0,0,0,0
ce21,hobbies,informative,misc,0,0,0,0,0,0,0,0,0,117,95,1,4,14,0,471,9599,14,667,3.356822,112,85.705357,0,0,39,0,13,607,157,2,17,1,3,0,35,0,0,229,38,0,0,0,0,1,0,0,2,24,0,25,0,97,9,0,24,0,0,0,0,0,0,0,9,0,0,0,6,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,239,0,0,163,0,0,2,0,0,4,64,0,0,0,0,401,4,0,0,0,0,0,0,191,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,14,0,2,2,6,11,0,0,0,0,14,0,0,0,0,0,0,0,0,27,1,53,0,0,0,0,0,0,0,5,0,27,0,0,73,0,0,0,0,0,0,0,1,38,0,43,0,16,24,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,0,0,0,0,0,0,0,0
ce22,hobbies,informative,misc,8,0,0,0,0,0,4,4,0,164,73,12,52,8,0,602,11005,1,918,2.616558,107,102.850467,11,0,31,7,17,490,82,18,10,1,5,1,17,0,0,171,11,8,0,25,0,0,0,0,0,2,0,16,0,98,12,0,35,0,0,0,3,0,1,0,13,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,2,0,237,0,0,232,0,0,3,0,1,0,23,0,0,0,0,285,1,0,0,0,0,0,0,151,2,0,84,7,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,82,0,5,0,11,29,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,54,0,0,0,1,0,0,0,3,0,27,0,0,49,0,0,0,0,0,0,0,55,31,0,41,0,7,15,0,0,0,0,0,0,1,1,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0
ce23,hobbies,informative,misc,6,0,0,0,0,2,4,4,0,154,68,6,32,0,0,466,9793,0,856,2.695093,89,110.033708,15,2,37,39,22,483,161,25,5,1,6,1,14,0,0,185,5,1,0,6,0,0,2,0,3,12,0,18,0,78,25,0,56,3,0,0,1,0,1,0,18,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,11,0,238,0,0,164,0,0,5,0,0,5,15,0,0,0,0,337,3,0,0,0,0,0,0,111,0,0,50,4,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,53,0,3,0,18,30,0,0,0,0,46,0,0,0,0,0,0,0,0,16,0,76,0,0,0,4,0,2,0,9,0,30,0,0,84,0,0,0,0,0,0,0,25,37,0,50,0,22,7,0,0,0,0,0,0,1,0,10,0,0,0,0,2,10,0,0,0,0,0,0,0,0
ce24,hobbies,informative,misc,0,0,0,0,0,0,5,5,0,117,111,0,4,8,0,438,9559,0,766,2.941253,124,77.08871,15,0,47,0,20,467,208,26,2,0,9,4,27,0,0,200,29,6,0,2,0,0,0,0,2,14,0,27,1,80,32,0,48,11,0,0,1,0,1,0,19,0,0,0,10,9,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,8,0,216,0,0,136,0,0,11,0,2,1,56,1,0,0,0,312,3,0,0,0,0,0,0,140,1,0,6,2,0,0,0,5,0,3,1,0,0,3,4,0,0,0,0,0,11,0,3,4,12,15,0,0,0,0,28,0,0,0,0,0,0,0,0,27,3,76,0,0,0,17,0,0,0,14,0,30,0,0,107,0,0,0,1,0,0,0,8,46,0,56,0,27,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0,0,0,0
ce25,hobbies,informative,misc,0,0,0,0,0,0,1,1,0,79,86,1,4,0,0,625,10665,0,812,2.742611,93,114.677419,9,0,31,0,5,598,157,7,19,0,4,3,25,0,0,250,13,1,0,2,0,0,0,0,9,20,0,35,0,78,25,0,28,0,0,0,0,0,1,0,25,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,261,0,0,163,0,0,10,0,0,0,20,0,0,0,0,429,3,0,0,0,0,0,0,129,0,0,21,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,8,0,4,1,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,21,0,55,0,0,0,0,0,0,0,3,0,20,0,0,52,0,0,0,0,0,0,0,4,31,0,95,0,29,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ce26,hobbies,informative,misc,0,0,0,0,0,0,8,8,0,106,83,0,10,0,1,583,10284,2,844,2.657583,90,114.266667,3,1,42,4,14,437,68,24,13,3,1,1,10,0,0,185,3,12,0,35,0,1,0,0,4,3,0,11,0,86,49,0,42,1,0,0,3,0,0,0,18,0,0,0,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,1,3,0,298,0,0,142,0,0,8,0,2,1,11,0,0,0,0,312,3,0,0,0,0,0,0,95,0,0,93,11,0,0,0,0,0,1,0,0,0,6,7,0,0,0,0,0,41,0,1,0,21,37,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,59,0,0,0,4,0,0,0,4,0,21,0,0,37,0,0,0,0,0,0,0,79,41,0,56,0,9,14,0,0,0,0,0,0,1,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ce27,hobbies,informative,misc,0,0,0,0,0,0,20,20,0,75,121,58,8,0,0,509,10243,6,601,3.865225,187,54.775401,0,0,66,0,17,742,132,2,2,0,6,0,16,0,0,88,17,0,0,0,0,2,0,0,2,9,0,12,0,66,98,0,21,4,0,0,0,0,1,0,11,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,333,0,0,82,0,0,1,0,1,3,18,0,0,0,0,471,2,0,0,0,0,0,0,186,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,52,0,0,0,2,0,0,0,4,0,19,0,0,74,0,0,0,0,0,0,0,0,64,0,47,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ce28,hobbies,informative,misc,0,0,0,0,3,0,3,3,0,80,84,2,6,68,0,656,11000,64,779,2.94095,125,88.0,6,0,92,0,15,558,187,4,7,0,5,2,30,0,0,140,16,1,0,1,0,2,0,0,11,23,0,22,0,88,14,0,26,4,0,0,0,0,3,0,10,0,0,0,9,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,13,1,223,0,0,115,0,0,23,0,1,0,35,2,0,0,0,336,5,0,0,0,0,0,0,181,0,0,6,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,41,0,1,1,12,9,2,0,0,0,39,0,0,0,0,0,0,0,0,24,1,65,0,0,0,1,0,2,0,16,0,35,0,0,80,0,0,0,0,0,0,0,1,90,0,73,0,10,11,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0
ce29,hobbies,informative,misc,0,0,0,0,0,0,0,0,0,87,85,1,4,4,1,641,10658,1,768,2.924479,89,119.752809,5,0,25,0,13,560,165,27,6,1,7,1,25,0,0,211,21,2,0,2,0,1,0,0,3,9,0,30,0,84,17,0,44,6,0,0,0,0,2,0,28,0,0,0,9,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,1,2,11,0,261,0,0,162,0,0,4,0,0,2,46,3,0,0,0,362,1,0,0,0,0,0,0,170,0,0,3,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,31,0,0,1,9,15,0,0,0,0,9,0,0,0,0,0,0,0,0,19,0,75,0,0,0,1,0,0,0,6,0,24,0,0,64,0,0,0,0,0,0,0,2,23,0,63,0,25,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ce30,hobbies,informative,misc,0,0,0,0,1,0,1,1,0,67,68,1,0,134,0,625,10688,109,848,2.705189,152,70.315789,0,0,65,0,13,587,238,15,5,0,4,2,26,0,0,130,23,0,0,1,0,0,0,0,1,24,0,16,0,60,8,0,39,14,4,0,1,0,0,0,15,0,0,0,6,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,4,0,212,0,0,127,0,0,8,0,0,3,41,2,0,0,0,372,5,0,0,0,0,0,0,176,1,0,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,62,0,0,1,14,11,2,0,0,0,58,0,3,0,0,0,0,2,0,11,0,53,0,0,0,0,0,0,0,17,0,36,0,0,136,0,0,0,0,0,0,0,3,64,0,54,0,22,15,0,0,1,0,0,0,0,0,11,0,0,0,0,3,7,0,0,0,0,0,0,0,0
ce31,hobbies,informative,misc,0,0,0,0,2,0,8,8,0,114,94,2,4,10,0,633,10599,7,889,2.527559,103,102.902913,8,0,85,0,8,594,158,9,4,1,6,0,37,0,0,163,5,5,0,2,0,1,0,0,3,19,0,21,0,106,48,0,26,3,0,0,0,0,1,0,17,0,0,0,2,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,228,0,0,126,0,0,9,0,1,1,15,1,0,0,0,309,0,0,0,0,0,0,0,224,0,0,19,3,0,0,0,9,0,1,3,0,0,3,1,0,0,0,0,0,20,0,0,0,8,4,2,0,0,0,29,1,3,0,0,1,0,0,0,17,0,59,0,0,0,1,0,0,0,8,0,32,0,0,76,0,0,0,0,0,0,0,12,84,0,50,0,12,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0
ce32,hobbies,informative,misc,0,0,0,0,7,19,1,1,0,97,95,10,18,6,1,663,11291,1,798,2.931078,119,94.882353,31,0,43,3,7,575,183,20,9,0,4,4,19,0,0,173,6,0,0,0,0,0,1,0,14,23,0,34,0,86,19,0,43,3,0,0,0,1,2,0,25,0,0,0,2,15,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,12,0,239,0,0,158,0,0,6,0,8,3,20,0,0,0,0,380,4,0,0,0,0,0,0,154,0,0,12,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,20,0,0,1,6,11,0,0,0,0,28,0,0,0,0,0,0,0,0,36,1,76,0,0,0,2,0,2,0,7,0,25,0,0,56,0,0,0,0,0,0,0,11,43,0,66,0,18,11,0,0,0,0,0,0,0,1,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ce33,hobbies,informative,misc,0,0,0,0,2,0,2,2,0,88,104,3,2,8,0,469,9613,29,856,2.608645,113,85.070796,0,0,50,0,26,549,192,21,1,0,8,2,21,0,0,209,19,3,0,8,0,4,0,0,4,9,0,40,0,74,29,0,43,5,4,0,0,0,4,0,27,0,1,0,5,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,8,0,225,0,0,128,0,0,2,0,4,2,26,1,0,0,0,376,1,0,0,0,0,0,0,134,1,0,30,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,31,1,2,1,12,20,2,0,0,0,17,0,0,0,0,0,0,1,0,13,1,63,0,0,0,0,0,0,0,15,0,29,0,0,82,0,0,0,0,0,0,0,4,45,0,49,0,29,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ce34,hobbies,informative,misc,0,0,0,0,0,0,7,7,0,153,94,4,14,6,0,639,10730,0,830,2.771084,109,98.440367,0,0,41,0,6,635,125,8,13,0,3,1,27,0,0,170,16,2,0,3,0,2,0,0,0,33,0,25,0,75,43,0,24,0,0,0,0,0,1,0,14,0,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,4,0,278,0,0,178,0,0,9,0,1,2,17,1,0,0,0,377,1,0,0,0,0,0,0,224,0,0,26,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,7,0,1,0,7,2,1,0,0,0,7,0,0,0,0,0,0,0,0,15,0,72,0,0,0,1,0,1,0,4,0,16,0,0,38,0,0,0,0,0,0,0,5,38,0,112,0,20,16,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ce35,hobbies,informative,misc,0,0,0,0,2,0,13,12,0,71,90,16,18,2,1,414,9529,40,759,2.993412,112,85.080357,8,0,41,0,25,542,183,18,1,0,12,0,32,0,0,160,8,5,0,7,0,2,0,0,3,7,0,15,0,57,65,0,48,6,6,0,0,0,0,0,17,0,0,0,4,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,4,0,202,0,0,92,0,0,13,0,0,3,33,2,0,0,0,329,4,0,0,0,0,0,0,166,0,0,21,1,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,39,0,1,0,18,17,1,0,0,0,34,0,0,0,0,0,0,0,0,24,0,68,0,0,0,7,0,0,0,20,0,38,0,0,111,0,0,0,0,0,0,0,16,39,0,57,0,27,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0
ce36,hobbies,informative,misc,0,0,0,0,0,0,1,1,0,130,74,0,0,2,0,414,9451,70,721,3.0957,75,126.013333,3,0,37,0,22,446,191,9,11,0,10,0,29,0,0,201,15,0,0,0,0,2,0,0,1,28,0,32,3,107,25,0,53,2,1,0,0,0,0,0,17,0,0,0,11,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,4,0,237,0,0,150,0,0,14,0,0,2,36,2,0,0,0,272,2,0,0,0,0,0,0,153,0,0,38,1,0,0,0,6,0,2,0,0,0,3,1,0,0,0,0,0,26,0,1,1,22,13,0,0,0,0,44,0,0,0,0,5,0,3,0,38,1,71,0,0,0,2,0,0,0,7,0,34,0,0,103,0,0,0,0,0,0,0,1,34,0,25,0,12,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0
cf01,lore,informative,misc,0,0,0,0,0,0,12,12,0,168,62,11,20,0,0,566,10541,7,856,2.767523,73,144.39726,6,4,41,6,14,481,151,31,7,0,6,2,25,0,0,183,6,4,0,12,0,0,0,0,4,13,0,28,0,75,16,0,53,1,1,0,2,0,3,1,27,0,1,0,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,2,7,0,253,0,0,157,0,0,2,0,0,3,30,0,0,0,0,337,8,0,0,0,0,0,0,118,0,0,31,3,0,0,0,0,0,0,0,0,0,10,12,1,0,0,0,0,28,0,2,0,12,37,0,0,0,0,20,0,0,0,0,0,0,0,0,26,1,100,0,0,0,3,0,0,0,9,0,18,0,0,52,0,0,0,0,0,0,0,21,41,0,62,0,30,16,0,0,1,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0
cf02,lore,informative,misc,12,0,0,0,0,0,0,0,0,87,113,2,0,6,0,387,9466,1,861,2.629501,124,76.33871,6,0,47,3,28,413,69,29,3,1,3,0,15,0,0,186,11,12,0,44,1,3,0,0,14,2,0,3,0,66,28,0,50,0,0,0,0,0,1,0,17,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,38,0,0,0,3,0,229,0,0,105,0,0,4,0,1,1,21,1,0,0,0,241,4,0,0,0,0,0,0,114,0,0,104,4,0,0,0,3,0,3,0,0,0,11,5,0,0,0,0,0,32,0,0,2,20,45,1,0,0,1,23,0,2,0,0,0,0,0,0,16,1,79,0,0,0,1,0,0,0,19,0,36,0,0,55,0,0,0,0,0,0,0,71,44,0,74,0,2,5,0,0,0,0,0,0,0,1,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0
cf03,lore,informative,misc,2,0,0,0,0,0,2,2,0,142,65,3,2,14,0,558,10246,6,820,2.75122,75,136.613333,21,1,30,9,20,448,143,38,16,0,9,0,19,0,0,217,11,0,0,17,0,0,1,0,7,8,0,33,0,56,15,0,62,0,1,0,0,0,1,0,22,0,0,0,15,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,13,0,0,8,0,4,0,5,0,255,0,0,192,0,0,1,0,0,1,22,4,0,0,0,341,3,0,0,0,0,0,0,88,0,0,32,3,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,24,0,1,0,22,33,0,0,0,0,28,1,0,0,0,0,0,0,0,19,0,67,0,0,0,3,0,1,0,0,0,18,0,1,55,0,0,0,0,0,0,0,22,26,0,69,0,26,20,0,0,0,0,0,0,0,0,7,0,0,0,0,1,19,0,0,0,0,0,0,0,0
